paper_id,gt_pair,crop,product,category,method,gt_dose,gt_n,gt_ctrl,gt_treat,gt_effect_pct,is_dose_response,match_status,ext_ctrl,ext_treat,ext_effect_pct,scale,scale_error,n_match,dose_match,element,unit,ext_n,ext_dose,effect_diff_pp
127_Radkowski_2018_Influence of foliar fertilization with a,433,timothy,Microfert,PHs,Foliar,0.67,4,0.0809,0.0888,9.7651,True,matched,809.0,888.0,9.7651,0.0001,0.0,True,False,seed yield (kg/ha) for 2017,kg/ha,4,3.0,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,434,timothy,Microfert,PHs,Foliar,1.0,4,0.0809,0.0915,13.1026,True,matched,809.0,915.0,13.1026,0.0001,0.0,True,False,seed yield (kg/ha) for 2017,kg/ha,4,4.5,0.0
131_Rahman_2018_Chitosan biopolymer promotes yield and s,422,strawberry,chitosan biopolymer,Chi,Foliar,0.125,3,2.646774194,3.391182796,28.1251,True,unmatched,,,,,,,,,,,,
131_Rahman_2018_Chitosan biopolymer promotes yield and s,423,strawberry,chitosan biopolymer,Chi,Foliar,0.25,3,2.646774194,3.494623656,32.0333,True,unmatched,,,,,,,,,,,,
131_Rahman_2018_Chitosan biopolymer promotes yield and s,424,strawberry,chitosan biopolymer,Chi,Foliar,0.5,3,2.646774194,3.784086022,42.9697,True,unmatched,,,,,,,,,,,,
131_Rahman_2018_Chitosan biopolymer promotes yield and s,425,strawberry,chitosan biopolymer,Chi,Foliar,1.0,3,2.646774194,3.618709677,36.7215,True,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1102,apple,,HFA,Foliar,1.0,4,4.87,5.146666666666667,5.681,False,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1103,apple,,PHs,Foliar,1.0,4,4.87,4.596666666666667,-5.6126,False,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1104,apple,,SWE,Foliar,1.0,4,4.87,4.25,-12.731,False,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1105,apple,,SWE,Foliar,1.0,4,4.87,4.663333333333333,-4.2437,False,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1106,apple,,PHs,Foliar,1.0,4,4.87,4.5,-7.5975,False,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1107,apple,,Chi,Foliar,1.0,4,4.87,4.596666666666667,-5.6126,False,unmatched,,,,,,,,,,,,
153_Soppelsa_2018_Use of Biostimulants for Organic Apple P,1108,apple,,Si,Foliar,1.0,4,4.87,5.173333333333333,6.2286,False,unmatched,,,,,,,,,,,,
158_Sulakhudin_2019_Application of Coastal Sediments and Fol,815,onion,,SWE,Foliar,1.0,3,0.0803,0.0883,9.9626,False,matched,0.803,0.883,9.9626,0.1,0.0,True,False,Yield of shallot (t/ha),t/ha,3,,0.0
158_Sulakhudin_2019_Application of Coastal Sediments and Fol,816,onion,,SWE,Foliar,1.0,3,0.1097,0.116,5.7429,False,matched,1.097,1.16,5.7429,0.1,0.0,True,False,Yield of shallot (t/ha),t/ha,3,,0.0
158_Sulakhudin_2019_Application of Coastal Sediments and Fol,817,onion,,SWE,Foliar,1.0,3,0.1283,0.1307,1.8706,False,matched,1.283,1.307,1.8706,0.1,0.0,True,False,Yield of shallot (t/ha),t/ha,3,,0.0
175_Wilczewski_2018_Response of sugar beet to humic substanc,783,suger beet,,HFA,Soil,1.0,4,7.53,7.77,3.1873,False,no_yield_obs,,,,,,,,,,,,
