row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
kalayci_1999__ai__0,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,16,8,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sertak 52"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__72,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,13,5,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Cakmak 79"", ""wheat_type"": ""durum"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__73,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Cakmak 79"", ""wheat_type"": ""durum"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__74,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Dagdas"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__75,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,8,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Dagdas"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__76,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,5,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 2-22"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__77,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 2-22"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__78,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""BDME-10"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__79,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,9,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""BDME-10"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__80,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,7,Table 2 (mean of all 40 cultivars),0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994, all cultivars mean || C:No Zn, 1993-1994, all cultivars mean || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Mean (40 cultivars)"", ""wheat_type"": ""mixed"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):pooled",rebuild_2026-08-19/hui
kalayci_1999__ai__81,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,9,Table 2 (mean of all 40 cultivars),0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995, all cultivars mean || C:No Zn, 1994-1995, all cultivars mean || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Mean (40 cultivars)"", ""wheat_type"": ""mixed"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):pooled",rebuild_2026-08-19/hui
