element,tissue,treatment_mean,control_mean,treatment_variance,control_variance,variance_type,n,unit,data_source,treatment_description,control_description,moderators,confidence,notes,effect_pct,ln_rr,grim_valid,cv_reasonable,direction_expected,paper_id
Grain Zn concentration (mg kg⁻¹),grain,33.5,21.2,2.2,0.4,SE,,mg/kg,Table 3,Soil application of Zn at 10 kg ha⁻¹ as zinc sulfate,No Zn application,"{""cultivar"": ""AAS-2011"", ""year"": ""2013-2014"", ""site"": ""Faisalabad, Pakistan"", ""genotype"": ""AAS-2011""}",high,Models agree (diff=0.0%) [Claude+Gemini agree],58.01886792452831,,,,,70_Rehman_2018
Grain Zn concentration (mg kg⁻¹),grain,36.6,26.2,1.0,0.3,SE,,mg/kg,Table 3,Soil application of Zn at 10 kg ha⁻¹ as zinc sulfate,No Zn application,"{""cultivar"": ""AAS-2011"", ""year"": ""2014-2015"", ""site"": ""Faisalabad, Pakistan"", ""genotype"": ""AAS-2011""}",high,Models agree (diff=0.0%) [Claude+Gemini agree],39.694656488549626,,,,,70_Rehman_2018
grain yield (t ha-1),grain,4.4,3.46,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 9"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],27.167630057803482,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.11,3.58,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 9"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],14.804469273743024,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.29,3.43,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-8-1"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],54.22740524781341,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.37,4.02,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-8-1"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],8.706467661691557,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.8,3.75,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Bezostaya 1"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],27.999999999999996,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.7,2.47,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Bezostaya 1"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],49.797570850202426,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.14,3.19,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-11"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],61.12852664576802,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.3,2.88,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-11"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],14.583333333333332,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.21,2.41,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kirac 66"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],74.68879668049792,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.54,3.41,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kirac 66"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],3.8123167155425186,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.54,3.23,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Bolal 2973"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],71.51702786377709,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.36,3.74,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Bolal 2973"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],16.577540106951876,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.8,3.11,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-3"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],54.340836012861736,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.28,2.5,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-3"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],31.199999999999996,,,,,82_Torun_2001
grain yield (t ha-1),grain,6.1,4.04,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kirgiz 95"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],50.99009900990098,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.15,3.47,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kirgiz 95"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],48.414985590778095,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.22,2.89,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""MAKBVD-51"", ""year"": ""1993-1994"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in first year [single-model fallback: Claude only],46.02076124567473,,,,,82_Torun_2001
grain yield (t ha-1),grain,2.53,2.07,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""MAKBVD-51"", ""year"": ""1994-1995"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in second year [single-model fallback: Claude only],22.22222222222222,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.24,3.5,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Katea-1"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],21.14285714285715,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.52,1.63,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Katea-1"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],115.95092024539879,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.25,3.23,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Gun 91"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],31.57894736842105,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.24,1.84,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Gun 91"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],76.08695652173914,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.49,3.4,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Partizanka"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],32.058823529411775,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.23,1.62,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Partizanka"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],99.38271604938271,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.34,3.21,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kutluk 94"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],66.35514018691589,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.24,2.34,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kutluk 94"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],38.46153846153848,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.95,3.13,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Gerek 79"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],90.09584664536743,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.78,3.41,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Gerek 79"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],40.17595307917889,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.79,3.47,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-14"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],38.040345821325644,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.67,1.83,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-14"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],100.54644808743167,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.94,2.14,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 14"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],84.11214953271026,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.82,2.5,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 14"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],52.79999999999999,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.75,2.76,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Dagdas"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],72.10144927536233,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.09,2.42,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Dagdas"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],69.00826446280992,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.82,2.73,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kunduru 11491"", ""year"": ""1993-1994"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in first year [single-model fallback: Claude only],76.55677655677657,,,,,82_Torun_2001
grain yield (t ha-1),grain,2.1,1.22,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kunduru 11491"", ""year"": ""1994-1995"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in second year [single-model fallback: Claude only],72.13114754098362,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.2,2.16,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""P. Niska"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],94.44444444444444,,,,,82_Torun_2001
grain yield (t ha-1),grain,1.72,0.8,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""P. Niska"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],114.99999999999999,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.58,2.63,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""MAKBVD-21"", ""year"": ""1993-1994"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in first year [single-model fallback: Claude only],36.12167300380229,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.1,0.66,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""MAKBVD-21"", ""year"": ""1994-1995"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in second year [single-model fallback: Claude only],369.6969696969697,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.73,1.99,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 10"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],87.43718592964824,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.35,1.44,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 10"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],132.6388888888889,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.98,2.65,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Zitarka"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],87.92452830188682,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.07,1.35,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Zitarka"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],127.40740740740739,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.03,2.43,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kiziltan1"", ""year"": ""1993-1994"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in first year [single-model fallback: Claude only],106.99588477366255,,,,,82_Torun_2001
grain yield (t ha-1),grain,2.3,1.13,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kiziltan1"", ""year"": ""1994-1995"", ""species_type"": ""durum wheat""}",low,Durum wheat cultivar in second year [single-model fallback: Claude only],103.53982300884957,,,,,82_Torun_2001
grain yield (t ha-1),grain,5.22,2.25,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Atay 85"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],131.99999999999997,,,,,82_Torun_2001
grain yield (t ha-1),grain,2.9,1.45,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Atay 85"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],100.0,,,,,82_Torun_2001
grain yield (t ha-1),grain,4.73,1.98,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kirkpinar 79"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in first year [single-model fallback: Claude only],138.8888888888889,,,,,82_Torun_2001
grain yield (t ha-1),grain,3.56,1.42,,,LSD,4,t ha-1,Table 1,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""Kirkpinar 79"", ""year"": ""1994-1995"", ""species_type"": ""bread wheat""}",low,Bread wheat cultivar in second year [single-model fallback: Claude only],150.7042253521127,,,,,82_Torun_2001
shoot Zn concentration (mg kg-1 DW),shoot,17,11,,,LSD,4,mg kg-1 DW,Table 3,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 9"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Shoot Zn concentration at tillering stage [single-model fallback: Claude only],54.54545454545454,,,,,82_Torun_2001
shoot Zn concentration (mg kg-1 DW),shoot,18,8,,,LSD,4,mg kg-1 DW,Table 3,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""ES 90-8-1"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Shoot Zn concentration at tillering stage [single-model fallback: Claude only],125.0,,,,,82_Torun_2001
shoot B concentration (mg kg-1 DW),shoot,151,120,,,LSD,4,mg kg-1 DW,Table 3,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 9"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Shoot B concentration at tillering stage [single-model fallback: Claude only],25.833333333333336,,,,,82_Torun_2001
shoot P concentration (mg g-1 DW),shoot,3.2,3.4,,,LSD,4,mg g-1 DW,Table 3,Zn fertilization (23 kg Zn ha-1),No Zn added,"{""cultivar"": ""BDME 9"", ""year"": ""1993-1994"", ""species_type"": ""bread wheat""}",low,Shoot P concentration at tillering stage [single-model fallback: Claude only],-5.882352941176463,,,,,82_Torun_2001
grain Zn concentration at harvest (mg Zn kg-1 DW),grain,13.2,9.8,1.3,1.3,LSD,6,mg/kg,Table 2,Soil Zn application (23 kg Zn ha-1) with seeds containing 355 ng Zn seed-1,No soil Zn application (0 kg Zn ha-1) with seeds containing 355 ng Zn seed-1,"{""seed_zn_content"": ""355 ng seed-1"", ""irrigation"": ""rainfed"", ""year"": ""not specified"", ""soil_zn_application"": ""23 kg ha-1 vs 0 kg ha-1"", ""seed_Zn_content"": ""355 ng Zn seed-1"", ""cultivar"": ""Atay 85""}",high,Models agree (diff=0.0%),34.69387755102039,,,,,84_Yilmaz_1998
grain Zn concentration at harvest (mg Zn kg-1 DW),grain,13.0,10.1,1.3,1.3,LSD,6,mg/kg,Table 2,Soil Zn application (23 kg Zn ha-1) with seeds containing 800 ng Zn seed-1,No soil Zn application (0 kg Zn ha-1) with seeds containing 800 ng Zn seed-1,"{""seed_zn_content"": ""800 ng seed-1"", ""irrigation"": ""rainfed"", ""year"": ""not specified"", ""soil_zn_application"": ""23 kg ha-1 vs 0 kg ha-1"", ""seed_Zn_content"": ""800 ng Zn seed-1"", ""cultivar"": ""Atay 85""}",high,Models agree (diff=0.0%),28.712871287128717,,,,,84_Yilmaz_1998
grain Zn concentration at harvest (mg Zn kg-1 DW),grain,13.3,9.5,1.3,1.3,LSD,6,mg/kg,Table 2,Soil Zn application (23 kg Zn ha-1) with seeds containing 1465 ng Zn seed-1,No soil Zn application (0 kg Zn ha-1) with seeds containing 1465 ng Zn seed-1,"{""seed_zn_content"": ""1465 ng seed-1"", ""irrigation"": ""rainfed"", ""year"": ""not specified"", ""soil_zn_application"": ""23 kg ha-1 vs 0 kg ha-1"", ""seed_Zn_content"": ""1465 ng Zn seed-1"", ""cultivar"": ""Atay 85""}",high,Models agree (diff=0.0%),40.00000000000001,,,,,84_Yilmaz_1998
shoot Zn concentration at shooting stage (mg Zn kg-1 DW),shoot,16.2,7.6,1.4,1.4,LSD,6,mg/kg,Table 2,Soil Zn application (23 kg Zn ha-1) with seeds containing 355 ng Zn seed-1,No soil Zn application (0 kg Zn ha-1) with seeds containing 355 ng Zn seed-1,"{""seed_zn_content"": ""355 ng seed-1"", ""irrigation"": ""rainfed"", ""year"": ""not specified"", ""soil_zn_application"": ""23 kg ha-1 vs 0 kg ha-1"", ""seed_Zn_content"": ""355 ng Zn seed-1"", ""cultivar"": ""Atay 85""}",high,Models agree (diff=0.0%),113.1578947368421,,,,,84_Yilmaz_1998
shoot Zn concentration at shooting stage (mg Zn kg-1 DW),shoot,16.1,7.8,1.4,1.4,LSD,6,mg/kg,Table 2,Soil Zn application (23 kg Zn ha-1) with seeds containing 800 ng Zn seed-1,No soil Zn application (0 kg Zn ha-1) with seeds containing 800 ng Zn seed-1,"{""seed_zn_content"": ""800 ng seed-1"", ""irrigation"": ""rainfed"", ""year"": ""not specified"", ""soil_zn_application"": ""23 kg ha-1 vs 0 kg ha-1"", ""seed_Zn_content"": ""800 ng Zn seed-1"", ""cultivar"": ""Atay 85""}",high,Models agree (diff=0.0%),106.41025641025644,,,,,84_Yilmaz_1998
shoot Zn concentration at shooting stage (mg Zn kg-1 DW),shoot,16.2,7.2,1.4,1.4,LSD,6,mg/kg,Table 2,Soil Zn application (23 kg Zn ha-1) with seeds containing 1465 ng Zn seed-1,No soil Zn application (0 kg Zn ha-1) with seeds containing 1465 ng Zn seed-1,"{""seed_zn_content"": ""1465 ng seed-1"", ""irrigation"": ""rainfed"", ""year"": ""not specified"", ""soil_zn_application"": ""23 kg ha-1 vs 0 kg ha-1"", ""seed_Zn_content"": ""1465 ng Zn seed-1"", ""cultivar"": ""Atay 85""}",high,Models agree (diff=0.0%),125.0,,,,,84_Yilmaz_1998
grain yield (kg ha-1),grain,920,480,220,220,LSD,6,kg ha-1,Table 1,"Seeds with 800 ng Zn content, no soil Zn application","Seeds with 355 ng Zn content, no soil Zn application","{""cultivar"": ""Atay 85"", ""year"": ""1994-1995"", ""irrigation"": ""Rainfed"", ""soil_zn_application"": ""0 kg ha-1"", ""seed_zn_content"": ""800 ng Zn seed-1""}",high,Effect of seed Zn content under rainfed conditions without soil Zn application. [from vision],91.66666666666666,,,,,84_Yilmaz_1998
Zn concentrations (mg kg−1),grain,52.0,40.9,1.6,1.6,LSD,4,mg/kg,Table 2,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 only""}",low,Main effect across all N rates and cultivars [single-model fallback: Claude only],27.139364303178485,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,56.5,40.9,1.6,1.6,LSD,4,mg/kg,Table 2,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Main effect across all N rates and cultivars [single-model fallback: Claude only],38.141809290953546,,,,,Dong_2018
Zn yields (g ha−1),grain,382.0,303.7,19.0,19.0,LSD,4,g/ha,Table 2,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 only""}",low,Main effect across all N rates and cultivars [single-model fallback: Claude only],25.782021731972343,,,,,Dong_2018
Zn yields (g ha−1),grain,423.7,303.7,19.0,19.0,LSD,4,g/ha,Table 2,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Main effect across all N rates and cultivars [single-model fallback: Claude only],39.51267698386566,,,,,Dong_2018
TAZ (mg d−1),grain,1.8,1.4,0.1,0.1,LSD,4,mg/d,Table 2,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 only""}",low,Total daily absorbed Zn - main effect across all N rates and cultivars [single-model fallback: Claude only],28.57142857142858,,,,,Dong_2018
TAZ (mg d−1),grain,2.0,1.4,0.1,0.1,LSD,4,mg/d,Table 2,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Total daily absorbed Zn - main effect across all N rates and cultivars [single-model fallback: Claude only],42.85714285714287,,,,,Dong_2018
PA/Zn,grain,16.0,20.8,0.8,0.8,LSD,4,molar ratio,Table 2,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 only""}",low,Phytic acid to Zn molar ratio - lower is better for bioavailability [single-model fallback: Claude only],-23.076923076923077,,,,,Dong_2018
PA/Zn,grain,15.1,20.8,0.8,0.8,LSD,4,molar ratio,Table 2,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Phytic acid to Zn molar ratio - lower is better for bioavailability [single-model fallback: Claude only],-27.403846153846157,,,,,Dong_2018
PA × Ca/Zn,grain,178.1,234.2,11.4,11.4,LSD,4,molar ratio,Table 2,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 only""}",low,Phytic acid × Calcium to Zn molar ratio - lower is better for bioavailability [single-model fallback: Claude only],-23.95388556789069,,,,,Dong_2018
PA × Ca/Zn,grain,168.6,234.2,11.4,11.4,LSD,4,molar ratio,Table 2,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Phytic acid × Calcium to Zn molar ratio - lower is better for bioavailability [single-model fallback: Claude only],-28.010247651579846,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,49.2,39.3,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jinan 17"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],25.190839694656503,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,56.7,39.3,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jinan 17"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],44.27480916030536,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,54.6,45.8,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Luyuan 502"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],19.21397379912665,,,,,Dong_2018
