paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_species,mod_crop_functional_group,mod_amf_species,mod_p_fertilization,mod_n_fertilization,mod_study_type,mod_soil_type,mod_sterilized_soil,mod_time_point,mod_experiment,p_value,significance,mod_measurement_basis,mod_functional_group,mod_p_availability,mod_climate_zone,mod_year,mod_soil_salinity_dS_m,mod_soil_pH,mod_p_fertilization_level,mod_n_fertilization_level,mod_tissue,mod_community_type,mod_soil_sterilized,mod_P_fertilization,mod_note,mod_phosphorus_level,mod_country,mod_growth_duration_days,mod_organic_system,mod_crop_cultivar,mod_growth_medium,mod_duration,mod_colonization_pct,mod_crop_variety,mod_site,mod_inoculum_type,mod_inoculum_dose,mod_plant_density,mod_experiment_duration,mod_phosphorus_fertilization,mod_soil_P_mg_dm3,mod_evaluation_time,mod_location,mod_npk_dose_pct,mod_amf_strain,mod_salinity_mM_NaCl,mod_root_part,mod_plant_organ,mod_soil_P_olsen_mg_kg,mod_N_fertilization,mod_pathogen_present,mod_amf_dose_g_per_plant,mod_trichoderma_present,mod_nursery_stage,mod_measurement_age_months,mod_treatment_code,mod_trichoderma_dose,mod_sampling_time,mod_mycorrhizal_type,mod_N_status,mod_biomass_component,mod_n_experiments,mod_n_experiments_aboveground_total,mod_n_experiments_belowground_total,mod_N_fixing_species_present,mod_cultivar,mod_mycorrhizal_dependency_pct,mod_amf_dose,mod_npk_level_kg_ha,mod_p_fertilization_kg_P2O5_ha,mod_n_fertilization_kg_N_ha,mod_soil_p_available_mg_kg,mod_yeast_treatment,mod_season,mod_tomato_genotype,mod_fungal_species,mod_treatment_type,mod_duration_days,mod_days_after_planting,mod_plant_age_days,mod_population_origin_comparison,mod_donor_population_origin,mod_experiment_duration_days,mod_venue_comparison,mod_chemical_treatment,mod_chemical_concentrations_tested,mod_n_populations,mod_population_origin,mod_seedlings_per_population,mod_exudate_source,mod_spores_per_dish,mod_replicates_per_treatment,mod_incubation_temp_C,mod_measurement_days,mod_nitrogen_level,mod_nutrient_treatment,mod_heavy_metal_level,mod_water_treatment,mod_soil_P_ppm,mod_other_inoculants_in_treatment,mod_comparison_type
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Grain yield,kg ha-1,figure,Figure 3A (estimated from figure),2700.0,1800.0,50.0,5.0,5.0,SE,,250.0,200.0,250.0,200.0,,,R. clarus inoculation plus 100 kg/ha NPK 0:20:20 (half dose),Non-AMF inoculation and non-fertilizer application,medium,Values estimated from bar chart. Both share Tukey group 'b'. P level not matched between treatment and control. SE approximate from error bars.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant,Field,Rhodic Ferralsol,No,,E1 (2012/13),,b vs b,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 133 (conventional),,,,,,100 kg/ha NPK 0:20:20 (half dose) vs none,12.2,120 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Grain yield,kg ha-1,figure,Figure 3B (estimated from figure),2500.0,2000.0,25.0,5.0,5.0,SE,,200.0,200.0,200.0,200.0,,,R. clarus inoculation plus 65 kg/ha KCl,Non-AMF inoculation and non-fertilizer application,medium,Values estimated from bar chart. SE from error bars. BRS 359 RR is transgenic (Roundup Ready) soybean variety.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant,Field,Rhodic Ferralsol,No,,E2 (2013/14),,ab vs b,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 359 RR (transgenic),,,,,,,12.2,120 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Grain yield,kg ha-1,figure,Figure 3B (estimated from figure),3200.0,2300.0,39.130434782608695,5.0,5.0,SE,,200.0,250.0,200.0,250.0,,,R. clarus inoculation plus 200 kg/ha NPK 0:20:20,200 kg/ha NPK 0:20:20 (no AMF inoculation),medium,Values estimated from bar chart. SE from error bars. AMF+Fertilizer vs Fertilizer: matched P level.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant,Field,Rhodic Ferralsol,No,,E2 (2013/14),,a vs ab,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 359 RR (transgenic),,,,,,200 kg/ha NPK 0:20:20 (full dose),12.2,120 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Grain yield,kg ha-1,figure,Figure 3B (estimated from figure),3100.0,2000.0,55.00000000000001,5.0,5.0,SE,,200.0,200.0,200.0,200.0,,,R. clarus inoculation plus 100 kg/ha NPK 0:20:20 (half dose),Non-AMF inoculation and non-fertilizer application,medium,Values estimated from bar chart. AMF+1/2Fert vs Control: P level not matched. SE from error bars.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant,Field,Rhodic Ferralsol,No,,E2 (2013/14),,a vs b,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 359 RR (transgenic),,,,,,100 kg/ha NPK 0:20:20 (half dose) vs none,12.2,120 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Shoot dry weight (biomass),g plant-1,table,Table 3,87.0,48.0,81.25,5.0,5.0,SD,,15.0,12.0,,,15.0,12.0,R. clarus inoculation plus 65 kg/ha KCl + 200 kg/ha urea,Non-AMF inoculation and non-fertilizer application,high,Variance inferred as SD. Note: AMF treatment includes 200 kg/ha urea (N source) while Control has no fertilizer at all. N level is confounded with AMF effect for this comparison.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Cotton (Gossypium hirsutum L.),Non-legume forb,Rhizophagus clarus,,AMF: 200 kg/ha urea; Control: none,Field,Rhodic Ferralsol,No,,Cotton 2013/14,<0.05,a vs b,,,,Humid subtropical,,,5.0,,,,,,,,,,,,,,,,FM 975WS,,,,,,"None (AMF receives KCl + urea, Control receives nothing)",17.3,120 DAE,"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Shoot dry weight (biomass),g plant-1,table,Table 3,81.0,59.0,37.28813559322034,5.0,5.0,SD,,18.0,15.0,,,18.0,15.0,R. clarus inoculation plus 200 kg/ha PK 20:20 + 200 kg/ha urea,200 kg/ha PK 20:20 + 200 kg/ha urea (no AMF inoculation),high,AMF+Fertilizer vs Fertilizer: matched P and N levels. Clean AMF comparison. Variance inferred as SD.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Cotton (Gossypium hirsutum L.),Non-legume forb,Rhizophagus clarus,,200 kg/ha urea (both treatments),Field,Rhodic Ferralsol,No,,Cotton 2013/14,<0.05,a vs ab,,,,Humid subtropical,,,5.0,,,,,,,,,,,,,,,,FM 975WS,,,,,,200 kg/ha PK 20:20 (full dose),17.3,120 DAE,"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Shoot dry weight (biomass),g plant-1,table,Table 3,82.0,48.0,70.83333333333334,5.0,5.0,SD,,24.0,12.0,,,24.0,12.0,R. clarus inoculation plus 100 kg/ha PK 20:20 + 200 kg/ha urea (half P dose),Non-AMF inoculation and non-fertilizer application,medium,AMF+1/2Fert vs Control: P and N levels not matched. Variance inferred as SD.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Cotton (Gossypium hirsutum L.),Non-legume forb,Rhizophagus clarus,,AMF+1/2Fert: 200 kg/ha urea; Control: none,Field,Rhodic Ferralsol,No,,Cotton 2013/14,<0.05,a vs b,,,,Humid subtropical,,,5.0,,,,,,,,,,,,,,,,FM 975WS,,,,,,100 kg/ha PK 20:20 (half dose) vs none,17.3,120 DAE,"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Lint cotton yield,kg ha-1,figure,Figure 5B (estimated from figure),1200.0,550.0,118.18181818181819,5.0,5.0,SE,,100.0,80.0,100.0,80.0,,,R. clarus inoculation plus 65 kg/ha KCl + 200 kg/ha urea,Non-AMF inoculation and non-fertilizer application,medium,"Values estimated from bar chart. Figure caption confirms bars = SE. N level confounded (AMF gets urea, Control gets nothing).",Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Cotton (Gossypium hirsutum L.),Non-legume forb,Rhizophagus clarus,,AMF: 200 kg/ha urea; Control: none,Field,Rhodic Ferralsol,No,,Cotton 2013/14,<0.05,a vs b,,,,Humid subtropical,,,5.0,,,,,,,,,,,,,,,,FM 975WS,,,,,,,17.3,190 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Lint cotton yield,kg ha-1,figure,Figure 5B (estimated from figure),850.0,700.0,21.428571428571427,5.0,5.0,SE,,100.0,80.0,100.0,80.0,,,R. clarus inoculation plus 200 kg/ha PK 20:20 + 200 kg/ha urea,200 kg/ha PK 20:20 + 200 kg/ha urea (no AMF inoculation),medium,Values estimated from bar chart. AMF+Fertilizer vs Fertilizer: matched P and N levels. Both share Tukey group 'ab' - not significantly different. SE from error bars.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Cotton (Gossypium hirsutum L.),Non-legume forb,Rhizophagus clarus,,200 kg/ha urea (both treatments),Field,Rhodic Ferralsol,No,,Cotton 2013/14,,ab vs ab,,,,Humid subtropical,,,5.0,,,,,,,,,,,,,,,,FM 975WS,,,,,,200 kg/ha PK 20:20 (full dose),17.3,190 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Lint cotton yield,kg ha-1,figure,Figure 5B (estimated from figure),1200.0,550.0,118.18181818181819,5.0,5.0,SE,,100.0,80.0,100.0,80.0,,,R. clarus inoculation plus 100 kg/ha PK 20:20 + 200 kg/ha urea (half P dose),Non-AMF inoculation and non-fertilizer application,medium,Values estimated from bar chart. AMF+1/2Fert vs Control: P and N levels not matched. SE from error bars.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Cotton (Gossypium hirsutum L.),Non-legume forb,Rhizophagus clarus,,AMF+1/2Fert: 200 kg/ha urea; Control: none,Field,Rhodic Ferralsol,No,,Cotton 2013/14,<0.05,a vs b,,,,Humid subtropical,,,5.0,,,,,,,,,,,,,,,,FM 975WS,,,,,,100 kg/ha PK 20:20 (half dose) vs none,17.3,190 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Yield,g/plant,table,Table 7,2026.83,1635.42,23.933301537219787,3.0,3.0,SE,,52.522,41.329,52.522,41.329,,,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,Variance type not explicitly declared in paper; assumed SE based on common convention. ANOVA p<0.001 for inoculation effect on yield (Table 8).,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,a vs bc,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,100% recommended NPK,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Yield,g/plant,table,Table 7,1789.5,1424.42,25.630081015430832,3.0,3.0,SE,,106.337,28.729,106.337,28.729,,,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,Variance type not explicitly declared; assumed SE. ANOVA p<0.001 for inoculation effect on yield.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,b vs d,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,75% recommended NPK,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Yield,g/plant,table,Table 7,1496.0,1191.17,25.59080567845059,3.0,3.0,SE,,74.833,77.203,74.833,77.203,,,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,Variance type not explicitly declared; assumed SE. ANOVA p<0.001 for inoculation effect on yield.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,cd vs e,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,50% recommended NPK,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Percentage of leaf dry weight,%,table,Table 4,22.76,18.6,22.36559139784946,3.0,3.0,SE,,1.602,0.65,1.602,0.65,,,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,LDW = percentage of leaf dry weight. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,a vs ab,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,100% recommended NPK,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Percentage of leaf dry weight,%,table,Table 4,20.71,19.61,5.609382967873541,3.0,3.0,SE,,4.259,0.514,4.259,0.514,,,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,LDW = percentage of leaf dry weight. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,ab vs ab,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,75% recommended NPK,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Percentage of leaf dry weight,%,table,Table 4,22.73,16.54,37.42442563482468,3.0,3.0,SE,,2.603,1.649,2.603,1.649,,,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,LDW = percentage of leaf dry weight. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,ab vs b,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,50% recommended NPK,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Percentage of root dry weight,%,table,Table 4,34.5,30.18,14.314115308151095,3.0,3.0,SE,,8.785,1.892,8.785,1.892,,,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,RDW = percentage of root dry weight. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,ab vs ab,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,100% recommended NPK,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Percentage of root dry weight,%,table,Table 4,38.37,23.15,65.7451403887689,3.0,3.0,SE,,4.333,1.617,4.333,1.617,,,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,RDW = percentage of root dry weight. Highest RDW observed for I+ at 75% NPK. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,a vs b,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,75% recommended NPK,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Percentage of root dry weight,%,table,Table 4,31.67,23.5,34.765957446808514,3.0,3.0,SE,,6.332,2.192,6.332,2.192,,,"AMF inoculated (I+), 50% recommended NPK","Non-inoculated (I-), 50% recommended NPK",high,RDW = percentage of root dry weight. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,abc vs b,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,50% recommended NPK,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Fruit pH,pH,table,Table 7,4.38,4.4,-0.454545454545465,3.0,3.0,SE,,0.053,0.1,0.053,0.1,,,"AMF inoculated (I+), 100% recommended NPK","Non-inoculated (I-), 100% recommended NPK",high,"No significant effect of inoculation on pH (ANOVA p=0.438, Table 8). Variance type assumed SE.","Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,a vs a,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,100% recommended NPK,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafai_2023_Impact_of_Arbuscular_mycorrhizal_Fungal,Fruit pH,pH,table,Table 7,4.48,4.48,0.0,3.0,3.0,SE,,0.026,0.025,0.026,0.025,,,"AMF inoculated (I+), 75% recommended NPK","Non-inoculated (I-), 75% recommended NPK",high,No effect. Variance type assumed SE.,"Impact of Arbuscular mycorrhizal Fungal Strains Isolated from Soil on the Growth, Yield, and Fruit Quality of Tomato Plants under Different Fertilization Regimens","Chafai, W.; Haddioui, K.; Serghini-Caid, H.; Labazi, H.; AlZain, M.N.; Noman, O.; Parvez, M.K.; Addi, M.; Khalid, A.",2023,Horticulturae,10.3390/horticulturae9090973,Tomato (Solanum lycopersicum var. Feiza F1),non-legume forb,"Mixed natural inoculum (Glomus fasciculatum, G. versiforme, G. constructum, G. microcarpum, G. macrocarpum)",,,greenhouse,sterilized peat,yes,,,,a vs a,,,,"semi-arid (Guercif, Morocco)",,,,,,,,,,,75% recommended NPK,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
