paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_type,mod_crop_species,mod_region,mod_climate_zone,mod_study_duration,mod_organic_certification_status,mod_experiment_type,mod_irrigation,mod_soil_type,mod_original_source,p_value,significance,mod_study_duration_years,mod_cropping_system,mod_variety,mod_year_of_harvest,mod_locations,mod_design,mod_rice_cultivars,mod_wheat_cultivars,mod_country,mod_year_of_observation,mod_data_source,mod_system_comparison,mod_metric,mod_OA_area_ha,mod_CA_area_ha,mod_total_regions,mod_OA_CA_ratio,mod_control_crop_species,mod_N_input_treatment_kg_ha,mod_N_input_control_kg_ha,mod_same_crop,mod_wheat_cultivar,mod_tillage_treatment,mod_org_product_type,mod_conv_product_type,mod_org_years_grown,mod_conv_years_grown,mod_replicates_per_year,mod_cycle,mod_organic_certification,mod_cultivar,mod_companion_crop,mod_location,mod_experimental_design,mod_plot_size_m2,mod_plant_population_maize,mod_plant_population_bean,mod_years_since_conversion,mod_site,mod_fertilization_intensity,mod_cross,mod_subpopulation,mod_cultivation_site,mod_station,mod_region_country,mod_number_of_localities,mod_fertilizer_type,mod_study_phase,mod_system_type,mod_planting_density,mod_shade_canopy_pct,mod_crop_role,mod_study_period,mod_analysis,mod_comparison_type,mod_n_organic_sites,mod_n_conv_sites,mod_note,mod_altitude_m,mod_precipitation_mm,mod_evapotranspiration_mm,mod_study_duration_years_organic,mod_study_duration_years_conv,mod_organic_period,mod_conv_period,mod_study_duration_days,mod_amendment_rate_t_ha,mod_amendment_source,mod_organic_area_share_pct,mod_yield_modifier,mod_farm_type,mod_soil_quality_SQR,mod_cropland_pct,mod_cereals_pct_cropland,mod_livestock_density_LU_ha,mod_grass_clover_pct_cropland,mod_cultivar_type,mod_plant_density,mod_elevation_m,mod_year,mod_rotation,mod_green_manure_for_organic,mod_hybrid_note,mod_green_manure_N_kg_ha,mod_experiment_name,mod_milling_fraction,mod_row_width_cm,mod_N_fertilizer_kg_ha,mod_harvest_product,mod_tillage_system,mod_tillage_depth,mod_green_manure_treatment,mod_elevation,mod_pH,mod_Corg,mod_harvest_year,mod_soil_pH,mod_organic_N_level_pct,mod_years,mod_cultivar_class,mod_rotation_established,mod_conventional_intensity,mod_conventional_N_rate_kg_ha,mod_organic_preceding_crop,mod_conventional_preceding_crop,mod_vermicompost_type,mod_application_rate_t_ha,mod_cropping_sequence,mod_effect_type,mod_NPK_dose_kg_ha,mod_organic_amendment,mod_season,mod_basal_NPK_applied,mod_region_or_country,mod_original_study,mod_oxygenation_method,mod_organic_input_count,mod_organic_inputs
JohnRTeasdale_2017_Meteorological_fluctuations_define_longterm_crop,"Soybean grain yield (least squared mean, ANCOVA-adjusted for precipitation and heat stress)",kg/ha,text,"text (Results, p.4)",2420.0,3040.0,-20.394736842105264,191.0,134.0,,,,,,,,,"Organic soybean (3 rotations pooled: 2-yr corn-soybean, 3-yr corn-soybean-wheat, 6-yr corn-soybean-wheat-alfalfa-alfalfa-alfalfa; legume cover crops, alfalfa, poultry litter for N; USDA NOP standards)","Conventional soybean (2 systems pooled: no-tillage and chisel-tillage; herbicide and fertilizer programs, genetically modified cultivars)",high,"Least squared means from ANCOVA adjusting for precipitation and heat stress covariates, not raw means. n values are total plot-year observations across all systems and years within each management group. Paper reports 20% yield reduction. When weed cover added as additional covariate, gap reduced from 20% to 7%. 2010 organic soybean excluded (seed shattered before harvest). Conventional soybean n differs slightly between correlation (134) and regression (131) analyses in Table 1; using 134. P-value for organic vs conventional soybean comparison not explicitly stated in text (only corn stated as P<0.05).",Meteorological fluctuations define long-term crop yield patterns in conventional and organic production systems,John R. Teasdale & Michel A. Cavigelli,2017,Scientific Reports,10.1038/s41598-017-00775-8,legume,soybean (Glycine max),"Beltsville, Maryland, USA",temperate,18,certified,long-term trial,rainfed,"silt loam (Christiana, Matapeake, Keyport, Mattapex series)",,,,,,,,,"split-plot, 4 blocks, 0.1 ha subplots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-2014,ANCOVA with precipitation and heat stress as covariates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuanMHerrera_2020_Lessons_From_20_Years_of,Grain yield (network-wide mean across all sites and years),dt ha-1,text,"Text (Results, p.6)",46.86,70.4,-33.43750000000001,,,,,,,,,,,"Organic management (OM): ~90 kg N ha-1 as liquid manure, no synthetic pesticides or mineral fertilizers, 380 seeds m-2, 11 sites, 1998-2018, 102 genotypes total","Conventional low-inputs (LM): 150 kg N ha-1, no fungicide, 350 seeds m-2, ~10 sites, 1998-2018, 300 genotypes total",medium,"CAUTION: Organic and conv-low networks were at different sites with different genotypes. The 33.5% gap overstates the true system effect. With common genotypes in last 3 overlapping years, HM-OM=20.23 and HM-LM=14.32 dt/ha, so LM-OM=5.91 dt/ha (~8.4% gap). Overall means: OM=46.86 from 11 organic sites, LM=70.40 from ~10 LM sites. 3 replications per plot at each site. Units: 1 dt/ha = 100 kg/ha.",Lessons From 20 Years of Studies of Wheat Genotypes in Multiple Environments and Under Contrasting Production Systems,"Herrera JM, Levy Häner L, Mascher F, Hiltbrunner J, Fossati D, Brabant C, Charles R, Pellet D",2020,Frontiers in Plant Science,10.3389/fpls.2019.01745,cereal,winter wheat (bread wheat),Switzerland,temperate,,,long-term variety trial network,rainfed,Cambisols (mostly),,<0.05 (for common genotypes last 3 years comparison),*,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic-principles,,,,,,,,,,,,,,,,,,,,,,,,,organic vs conv low-inputs,11.0,10.0,"Networks conducted at DIFFERENT sites with DIFFERENT genotypes and partially overlapping time periods; yield difference of 23.54 dt/ha includes site and genotype confounding. With common genotypes in last 3 years, OM-LM gap narrows to ~5.91 dt/ha (p<0.05), suggesting most of the 33% gap is confounded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Barley yield,t/ha,table,Table 1,4.851,6.3,-23.0,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)","Conventional farming (N 85 kg/ha, P 15 kg/ha, K 45 kg/ha synthetic fertilization)",medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. No field-trial variance available — these are model-derived estimates.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,cereal,barley,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Linseed yield,t/ha,table,Table 1,0.511,0.7,-26.999999999999996,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. Linseed noted as 'Oilseeds_other' in FABLE calculator.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,oilseed,linseed,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.67,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Maize yield,t/ha,table,Table 1,5.632,8.8,-36.00000000000001,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,cereal,maize,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Oats yield,t/ha,table,Table 1,3.675,4.9,-25.00000000000001,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,cereal,oats,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Peas yield,t/ha,table,Table 1,2.73,3.0,-9.000000000000002,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,"Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. Legumes show smallest yield gap, consistent with N-fixation advantage.",How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,legume,peas,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Rapeseed yield,t/ha,table,Table 1,3.354,3.9,-13.999999999999996,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,oilseed,rapeseed,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Rye yield,t/ha,table,Table 1,3.312,4.6,-27.999999999999996,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,cereal,rye,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Sugarbeet yield,t/ha,table,Table 1,51.04,63.8,-20.0,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,root/tuber,sugarbeet,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiviaRasche_2022_How_will_an_increase_in,Wheat yield,t/ha,table,Table 1,5.037,7.3,-31.0,,,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. Includes durum wheat.,How will an increase in organic agricultural area affect land use in Germany?,"Livia Rasche, Jan Steinhauser",2022,Organic Agriculture,10.1007/s13165-022-00405-2,cereal,wheat,Germany,temperate,,,"crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,7621.0,6030.0,26.384742951907132,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). GY corrected to 13% moisture. Organic area cultivated since 2002.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG 1051 x D 170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,5544.0,6352.0,-12.720403022670027,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -13% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG 1051 x D 270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,7974.0,4532.0,75.94880847308032,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Largest organic advantage among all HCs (76%).",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG 1051 x AL 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,6354.0,4728.0,34.390862944162436,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports 34% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG 1051 x AL 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,6510.0,6868.0,-5.212580081537565,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -5% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG 1051 x AG 4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,4001.0,4068.0,-1.6470009832841692,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -1% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 170 x D 270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,6615.0,4764.0,38.85390428211587,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports 39% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 170 x AL 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,5376.0,4045.0,32.90482076637824,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports 33% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 170 x AL 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,5185.0,5843.0,-11.261338353585487,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -11% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 170 x AG 4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,7043.0,5683.0,23.931022347351753,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports 24% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 270 x AL 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,5949.0,6047.0,-1.6206383330577148,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -1% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 270 x AL 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,5163.0,6367.0,-18.910004711795196,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -19% difference. Largest conventional advantage among HCs.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D 270 x AG 4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Grain yield,kg/ha,table,Table 3,6275.0,3702.0,69.50297136682873,3.0,3.0,SE,668.1,668.1,668.1,668.1,668.1,,,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports 69% difference.",Combining ability of tropical maize cultivars in organic and conventional production systems,"Oliveira LR, Miranda GV, DeLima RO, de Souza LV, Galvão JCC, dos Santos IC",2011,Ciência Rural,,cereal,maize,"Viçosa, Minas Gerais, Brazil",tropical,,organic-principles,field trial,rainfed,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL 25 x AL 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid combination,55000 plants/ha,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
